CODE,AREA_HA,PROPORTION
1,2.8,0.0003817366289928969
2,5.68,0.0007743800188141623
3,4.0600000000000005,0.0005535181120397007
4,1.18,0.00016087472221843513
5,2.71,0.0003694665230609824
6,4.42,0.0006025985357673587
7,1.81,0.00024676546374183695
8,25.75,0.003510613641631106
9,1.9,0.0002590355696737515
10,18.82,0.002565815484873686
11,46.18,0.006295927688175707
12,17.47,0.0023817638958949674
13,1.99,0.00027130567560566604
14,2.08,0.0002835757815375806
15,1.3599999999999999,0.0001854149340822642
16,1.54,0.00020995514594609332
17,2.08,0.0002835757815375806
18,42.58,0.005805123450899125
19,2.26,0.00030811599340140966
20,61.3,0.00835730548473735
21,97.57,0.013302158175298912
22,4.779999999999999,0.0006516789594950168
23,8.83,0.0012038337264311714
24,9.46,0.0012897244679545734
25,8.29,0.001130213090839684
26,15.85,0.0021609019891205058
27,1.3599999999999999,0.0001854149340822642
28,10.45,0.0014246956332056332
29,1.3599999999999999,0.0001854149340822642
30,5.77,0.0007866501247460768
31,14.14,0.0019277699764141296
32,2.08,0.0002835757815375806
33,2.08,0.0002835757815375806
34,1.54,0.00020995514594609332
35,7.21,0.0009829718196567097
36,13.15,0.0017927988111630696
37,8.83,0.0012038337264311714
38,2.35,0.00032038609933332426
39,17.11,0.0023326834721673095
40,2.26,0.00030811599340140966
41,1.99,0.00027130567560566604
42,16.84,0.002295873154371566
43,39.88,0.00543702027294169
44,8.29,0.001130213090839684
45,1.63,0.00022222525187800784
46,2.08,0.0002835757815375806
47,7.3,0.0009952419255886242
48,1.27,0.0001731448281503497
49,4.0600000000000005,0.0005535181120397007
50,4.42,0.0006025985357673587
51,1.9,0.0002590355696737515
52,2.26,0.00030811599340140966
53,1.09,0.0001486046162865206
54,10.18,0.0013878853154098896
55,1.9,0.0002590355696737515
56,1.54,0.00020995514594609332
57,9.37,0.0012774543620226585
58,10.81,0.0014737760569332914
59,2.8899999999999997,0.00039400673492481146
60,1.72,0.0002344953578099224
61,1.3599999999999999,0.0001854149340822642
62,2.71,0.0003694665230609824
63,1.3599999999999999,0.0001854149340822642
64,19.0,0.002590355696737515
65,2.98,0.00040627684085672606
66,1.3599999999999999,0.0001854149340822642
67,1.63,0.00022222525187800784
68,1.63,0.00022222525187800784
69,1.54,0.00020995514594609332
70,1.3599999999999999,0.0001854149340822642
71,7.93,0.001081132667112026
72,3.34,0.00045535726458438417
73,16.21,0.002209982412848164
74,9.1,0.001240644044226915
75,3.7,0.0005044376883120424
76,2.26,0.00030811599340140966
77,2.26,0.00030811599340140966
78,1.72,0.0002344953578099224
79,2.62,0.0003571964171290679
80,1.72,0.0002344953578099224
81,1.45,0.00019768504001417878
82,1.27,0.0001731448281503497
83,1.63,0.00022222525187800784
84,2.26,0.00030811599340140966
85,2.17,0.0002958458874694951
86,11.89,0.0016210173281162661
87,1.81,0.00024676546374183695
88,1.09,0.0001486046162865206
89,2.44,0.00033265620526523875
90,2.17,0.0002958458874694951
91,4.15,0.0005657882179716152
92,4.15,0.0005657882179716152
93,6.31,0.0008602707603375642
94,4.33,0.0005903284298354442
95,1.09,0.0001486046162865206
96,1.27,0.0001731448281503497
97,1.09,0.0001486046162865206
98,1.99,0.00027130567560566604
99,1.45,0.00019768504001417878
100,1.72,0.0002344953578099224
101,17.92,0.0024431144255545405
102,1.54,0.00020995514594609332
103,1.3599999999999999,0.0001854149340822642
104,1.18,0.00016087472221843513
105,79.21,0.010799056565188344
106,17.47,0.0023817638958949674
107,6.4,0.0008725408662694788
108,2.08,0.0002835757815375806
109,1.3599999999999999,0.0001854149340822642
110,1.27,0.0001731448281503497
111,19.36,0.002639436120465173
112,2.17,0.0002958458874694951
113,1.3599999999999999,0.0001854149340822642
114,2.98,0.00040627684085672606
115,1.63,0.00022222525187800784
116,1.3599999999999999,0.0001854149340822642
117,1.9,0.0002590355696737515
118,1.45,0.00019768504001417878
119,9.01,0.0012283739382950006
120,13.87,0.0018909596586183857
121,1.18,0.00016087472221843513
122,2.26,0.00030811599340140966
123,1.54,0.00020995514594609332
124,1.3599999999999999,0.0001854149340822642
125,1.18,0.00016087472221843513
126,2.5300000000000002,0.00034492631119715334
127,2.8,0.0003817366289928969
128,1.18,0.00016087472221843513
129,12.43,0.0016946379637077533
130,1.63,0.00022222525187800784
131,19.81,0.002700786650124746
132,1.3599999999999999,0.0001854149340822642
133,1.9,0.0002590355696737515
134,2.08,0.0002835757815375806
135,20.8,0.002835757815375806
136,6.13,0.0008357305484737351
137,3.97,0.0005412480061077861
138,8.2,0.0011179429849077695
139,3.25,0.0004430871586524697
140,4.51,0.0006148686416992732
141,1.99,0.00027130567560566604
142,4.42,0.0006025985357673587
143,9.64,0.0013142646798184024
144,7.39,0.0010075120315205387
145,1.45,0.00019768504001417878
146,1.09,0.0001486046162865206
147,25.84,0.0035228837475630203
148,2.8899999999999997,0.00039400673492481146
149,1.54,0.00020995514594609332
150,3.52,0.0004798974764482133
151,1.63,0.00022222525187800784
152,1.99,0.00027130567560566604
153,2.17,0.0002958458874694951
154,1.45,0.00019768504001417878
155,2.62,0.0003571964171290679
156,4.0600000000000005,0.0005535181120397007
157,2.26,0.00030811599340140966
158,1.72,0.0002344953578099224
159,20.08,0.002737596967920489
160,7.3,0.0009952419255886242
161,2.62,0.0003571964171290679
162,1.63,0.00022222525187800784
163,1.3599999999999999,0.0001854149340822642
164,2.71,0.0003694665230609824
165,1.27,0.0001731448281503497
166,2.5300000000000002,0.00034492631119715334
167,503.11,0.06859125550450586
168,5.14,0.0007007593832226751
169,2.08,0.0002835757815375806
170,1.63,0.00022222525187800784
171,71.74,0.009780637772839437
172,1.3599999999999999,0.0001854149340822642
173,7.39,0.0010075120315205387
174,4.24,0.0005780583239035296
175,2.71,0.0003694665230609824
176,2.26,0.00030811599340140966
177,2.8,0.0003817366289928969
178,3.7,0.0005044376883120424
179,1.3599999999999999,0.0001854149340822642
180,2.71,0.0003694665230609824
181,13.6,0.0018541493408226423
182,1.3599999999999999,0.0001854149340822642
183,2.62,0.0003571964171290679
184,1.81,0.00024676546374183695
185,1.45,0.00019768504001417878
186,2.5300000000000002,0.00034492631119715334
187,2.5300000000000002,0.00034492631119715334
188,1.63,0.00022222525187800784
189,1.3599999999999999,0.0001854149340822642
190,1.63,0.00022222525187800784
191,3.16,0.00043081705272055514
192,5.86,0.0007989202306779915
193,1.09,0.0001486046162865206
194,1.45,0.00019768504001417878
195,2.26,0.00030811599340140966
196,2.26,0.00030811599340140966
197,9.1,0.001240644044226915
198,4.42,0.0006025985357673587
199,1.81,0.00024676546374183695
200,1.3599999999999999,0.0001854149340822642
201,1.54,0.00020995514594609332
202,1.27,0.0001731448281503497
203,2.08,0.0002835757815375806
204,6.4,0.0008725408662694788
205,1.45,0.00019768504001417878
206,1.45,0.00019768504001417878
207,1.54,0.00020995514594609332
208,1.63,0.00022222525187800784
209,13.69,0.0018664194467545568
210,2.71,0.0003694665230609824
211,1.99,0.00027130567560566604
212,1.27,0.0001731448281503497
213,1.45,0.00019768504001417878
214,5.23,0.0007130294891545897
215,115.57,0.015756179361681822
216,1.3599999999999999,0.0001854149340822642
217,27.01,0.0036823951246779097
218,2.98,0.00040627684085672606
219,1.54,0.00020995514594609332
220,1.3599999999999999,0.0001854149340822642
221,3.97,0.0005412480061077861
222,1.54,0.00020995514594609332
223,1489.6,0.20308388662422117
224,1.54,0.00020995514594609332
225,101.08,0.01378069230664358
226,2.08,0.0002835757815375806
227,2.26,0.00030811599340140966
228,4.24,0.0005780583239035296
229,1.3599999999999999,0.0001854149340822642
230,17.65,0.0024063041077587964
231,1.81,0.00024676546374183695
232,4.24,0.0005780583239035296
233,13.78,0.0018786895526864713
234,2.08,0.0002835757815375806
235,54.91,0.0074861279635714175
236,1.54,0.00020995514594609332
237,4.0600000000000005,0.0005535181120397007
238,8.65,0.0011792935145673424
239,2.71,0.0003694665230609824
240,15.85,0.0021609019891205058
241,1.81,0.00024676546374183695
242,2.98,0.00040627684085672606
243,39.16,0.005338859425486372
244,13.51,0.0018418792348907278
245,4.6,0.0006271387476311878
246,2526.13,0.344398696642081
247,3.07,0.00041854694678864054
248,2.08,0.0002835757815375806
249,5.14,0.0007007593832226751
250,6.58,0.0008970810781333079
251,2.71,0.0003694665230609824
